UNITID,ADDRESS,SCIENTIFIC_NAME,COMMON_NAME,TREEHEIGHT,DIAMETER,LAT,LONG,OWNERSHIP,EXCEPTIONAL
TRE-11588,5500 SAND POINT WY NE,Thuja plicata,Western Red Cedar,0,6,47.6696838005767,-122.271520350998,SDOT,N
TRE-17270,14357 BAGLEY AV N,Arbutus menziesii,(Pacific) Madrona,0,19,47.733949175483,-122.333101033057,PRIV,N
TRE-19772,11522 39TH AV NE,Alnus rubra,Red Alder,0,10,47.7125504505779,-122.286533014491,PRIV,N
TRE-84145,3906 SW KENYON ST,Thuja plicata,Western Red Cedar,0,15,47.53216661328,-122.382425845406,PRIV,N
TRE-11571,5500 SAND POINT WY NE,Thuja plicata,Western Red Cedar,0,10,47.668714218558,-122.272954875974,SDOT,N
TRE-44944,502 BELMONT AVE E,Acer macrophyllum,Bigleaf Maple,0,20,47.6232404240057,-122.3239431867,PRIV,N
TRE-10489,2112 NE 54TH ST,Pseudotsuga menziesii,Douglas Fir,0,28,47.6680405425463,-122.304862452114,PRIV,N
TRE-6350,6000 BROOKLYN AV NE,Acer macrophyllum,Bigleaf Maple,0,36,47.6720999067516,-122.314079050209,PRIV,N
TRE-22032,3700 AURORA AVE N,Pinus contorta,Shore Pine,0,20,47.6522409634764,-122.347138784307,SDOT,N
TRE-72801,4061 SW COLLEGE ST,Thuja plicata,Western Red Cedar,0,30,47.5834293438062,-122.383420283296,PRIV,N
TRE-46584,1203 20TH AVE E,Thuja plicata,Western Red Cedar,0,23,47.630674814718,-122.306397364405,PRIV,N
TRE-19672,12334 SAND POINT WY NE,Pseudotsuga menziesii,Douglas Fir,0,13,47.7183740267496,-122.284408403633,PRIV,N
TRE-18385,729 N 115TH ST,Pinus contorta,Shore Pine,0,5,47.7122793063207,-122.349055464469,PRIV,N
TRE-85101,938 SW HOLDEN ST,Acer circinatum,Vine Maple,0,1,47.5343312805135,-122.349199778526,PRIV,N
TRE-5563,317 N 49TH ST,Pseudotsuga menziesii,Douglas Fir,0,8,47.6642606171474,-122.354648991821,PRIV,N
TRE-43192,1144 FEDERAL AVE E,Acer macrophyllum,Bigleaf Maple,0,37,47.6300355192676,-122.319087766399,PRIV,N
TRE-12630,4307 NE 57TH ST,Abies procera,Noble Fir,0,1,47.6702804496958,-122.281778833686,PRIV,N
TRE-82166,3012 S DAWSON ST,Acer macrophyllum,Bigleaf Maple,0,40,47.5554232911336,-122.293492620812,PRIV,N
TRE-28230,2910 FAIRVIEW AV E,Alnus rubra,Red Alder,0,5,47.6480595226818,-122.325105100526,PRIV,N
TRE-5796,501 N 47TH ST,Pseudotsuga menziesii,Douglas Fir,0,29,47.6628234507591,-122.352415103214,PRIV,N
TRE-85903,3803 S HOLLY ST,Fraxinus latifolia,Oregon Ash,0,15,47.5421728661832,-122.284769507231,PRIV,N
TRE-63453,7735 2ND AV NE,Acer circinatum,Vine Maple,0,2,47.6860736080732,-122.327065515857,PRIV,N
TRE-40589,1224 6TH AV W,Acer macrophyllum,Bigleaf Maple,0,30,47.6302857948375,-122.364347972284,PRIV,N
TRE-62394,510 NE 78TH ST,Pseudotsuga menziesii,Douglas Fir,0,13,47.6853692294955,-122.322432345315,PRIV,N
TRE-25224,2724 NE 96TH ST,Pinus ponderosa,Ponderosa Pine,0,5,47.6984801972807,-122.29776793311,PRIV,N
TRE-13745,3433 35TH AV W,Abies grandis,Grand (Giant) Fir,0,6,47.6513331012481,-122.402346335599,PRIV,N
TRE-70575,1605 S MAIN ST,Acer macrophyllum,Bigleaf Maple,0,25,47.5998984578823,-122.311489689608,PRIV,N
TRE-8384,4676 EASTERN AVE N,Acer macrophyllum,Bigleaf Maple,0,14,47.6648936290312,-122.328944539696,PRIV,N
TRE-48279,123 18TH AVE E,Acer macrophyllum,Bigleaf Maple,0,28,47.6191808897829,-122.308898596158,PRIV,N
TRE-15013,14001 1ST AV NW,Pseudotsuga menziesii,Douglas Fir,0,12,47.7305571972492,-122.358542633126,PRIV,N
TRE-46277,1812 30TH AVE,Thuja plicata,Western Red Cedar,0,56,47.618118881763,-122.293445799606,PRIV,N
TRE-22831,9709 2ND AV NW,Thuja plicata,Western Red Cedar,0,13,47.6999518560454,-122.359488060905,PRIV,N
TRE-13735,3459 36TH AV W,Acer circinatum,Vine Maple,0,4,47.6521395002599,-122.40365607375,PRIV,N
TRE-59861,1430 35TH AV,Acer macrophyllum,Bigleaf Maple,0,35,47.613810910447,-122.288118221712,PRIV,N
TRE-93740,12750 30TH AV NE,Acer circinatum,Vine Maple,0,5,47.7225190038201,-122.296280065122,PRIV,N
TRE-15550,1525 N 128TH ST,Acer macrophyllum,Bigleaf Maple,0,23,47.7219686143362,-122.338362665745,PRIV,N
TRE-77476,4124 23RD AV SW,Alnus rubra,Red Alder,0,30,47.5657369889052,-122.36220726789,PRIV,N
TRE-19613,11244 24TH AV NE,Pinus contorta,Shore Pine,0,10,47.7105100466305,-122.302181948064,PRIV,N
TRE-97474,5102 S ADAMS ST,Acer circinatum,Vine Maple,0,5,47.565344407936,-122.269223228342,PRIV,N
TRE-500142,,Pseudotsuga menziesii,Douglas Fir,0,5,47.6907250135047,-122.332570795501,SDOT,N
TRE-57284,2410 E CHERRY ST,Fraxinus latifolia,Oregon Ash,0,16,47.6082192319196,-122.301415122752,PRIV,N
TRE-500198,,Prunus emarginata,Bitter Cherry,,11,47.6901857134528,-122.333336154348,SDOT,N
TRE-13515,4030 34TH AV W,Betula papyrifera,Paper (Canoe) Birch,0,4,47.6569337494192,-122.400766462646,PRIV,N
TRE-29436,2373 VIEWMONT WY W,Betula papyrifera,Paper (Canoe) Birch,0,17,47.6400068108682,-122.409324141364,PRIV,N
TRE-15637,13717 LINDEN AV N,Pseudotsuga menziesii,Douglas Fir,0,17,47.7278287335172,-122.348887643508,PRIV,N
TRE-11388,5825 16TH AV NE,Acer macrophyllum,Bigleaf Maple,0,55,47.6717526288141,-122.310837719456,PRIV,N
TRE-8979,2701 NE 62ND ST,Thuja plicata,Western Red Cedar,0,43,47.6739138962992,-122.298265208506,PRIV,N
TRE-19344,11038 28TH AV NE,Thuja plicata,Western Red Cedar,0,32,47.709457913987,-122.29785810002,PRIV,N
TRE-78902,4108 50TH AV S,Pinus contorta,Shore Pine,0,1,47.5661769307787,-122.27067950472,PRIV,N
TRE-21696,3900 FREMONT AV N,Fraxinus latifolia,Oregon Ash,0,18,47.6566183322063,-122.349116899914,PRIV,N
TRE-63012,8009 BROOKLYN AV NE,Pseudotsuga menziesii,Douglas Fir,0,9,47.6870937783984,-122.314871834464,PRIV,N
TRE-25716,9706 20TH AV NE,Abies procera,Noble Fir,0,8,47.6994256075322,-122.306324249957,PRIV,N
TRE-55746,515 UNION ST,Acer circinatum,Vine Maple,0,2,47.609861762912,-122.333988835016,PRIV,N
TRE-60262,630 38TH AV,Acer macrophyllum,Bigleaf Maple,0,22,47.6079356373599,-122.284681424921,PRIV,N
TRE-45760,618 28TH AVE E,Acer macrophyllum,Bigleaf Maple,0,29,47.625098121231,-122.296152318914,PRIV,N
TRE-91225,6819 26 AV NE,Acer circinatum,Vine Maple,0,1,47.678123858755,-122.300742791724,PRIV,N
TRE-6051,6410 BROOKLYN AV NE,Acer macrophyllum,Bigleaf Maple,0,30,47.6753932424995,-122.314274383262,PRIV,N
TRE-29431,2373 VIEWMONT WY W,Betula papyrifera,Paper (Canoe) Birch,0,12,47.6398009719832,-122.409139387061,PRIV,N
TRE-22025,3700 AURORA AVE N,Pinus contorta,Shore Pine,0,22,47.6523185728335,-122.347076114467,SDOT,N
TRE-1034561,5812 MC KINLEY PL N,Acer macrophyllum,Bigleaf Maple,0,20,47.6713949996385,-122.335700001497,PRIV,N
TRE-57153,924 31ST AVE,Pseudotsuga menziesii,Douglas Fir,0,19,47.611141233138,-122.292536346261,PRIV,N
TRE-26561,4237 NE 92ND ST,Acer macrophyllum,Bigleaf Maple,0,37,47.695302754782,-122.280770712558,PRIV,N
TRE-25508,3203 NE 104TH ST,Thuja plicata,Western Red Cedar,0,20,47.7036206178534,-122.294038481227,PRIV,N
TRE-13039,4504 37TH AV NE,Pinus contorta,Shore Pine,0,13,47.6619227559162,-122.287816799313,PRIV,N
TRE-11572,5500 SAND POINT WY NE,Thuja plicata,Western Red Cedar,0,13,47.6687495462769,-122.272890749747,SDOT,N
TRE-17741,13715 25TH AV NE,Pseudotsuga menziesii,Douglas Fir,0,36,47.7288512881449,-122.301957155631,PRIV,N
TRE-13236,6000 SAND POINT WY NE,Thuja plicata,Western Red Cedar,0,5,47.6733344973836,-122.266424992899,SDOT,N
TRE-29479,2439 36TH AV W,Abies procera,Noble Fir,0,3,47.6406705890752,-122.403753344831,PRIV,N
TRE-65361,7511 19TH AV NE,Pseudotsuga menziesii,Douglas Fir,0,29,47.6834325779169,-122.307856537029,PRIV,N
TRE-32164,2636 14TH AV W,Acer macrophyllum,Bigleaf Maple,0,3,47.6442953664121,-122.374875821907,PRIV,N
TRE-72980,1736 45TH AV SW,Acer macrophyllum,Bigleaf Maple,0,50,47.5868642852571,-122.388503762989,PRIV,N
TRE-25292,2701 NE 94TH ST,Thuja plicata,Western Red Cedar,0,35,47.6965553007171,-122.298466210814,PRIV,N
TRE-1036562,7300 E MARGINAL WAY S,Quercus garryana,Oregon White (Garry) Oak,0,9,47.5373529990021,-122.318600001647,SDOT,N
TRE-52119,7008 6TH AVE NW,Betula papyrifera,Paper (Canoe) Birch,0,16,47.6798844666648,-122.363263493642,PRIV,N
TRE-25913,10203 20TH AV NE,Acer macrophyllum,Bigleaf Maple,0,19,47.7021888117209,-122.307015967843,PRIV,N
TRE-17302,13912 NE PARK PL,Cornus nuttallii,Pacific Dogwood,0,17,47.7300044548651,-122.326126761789,PRIV,N
TRE-3427,1140 NW 59TH ST,Betula papyrifera,Paper (Canoe) Birch,0,11,47.6716774725783,-122.372635139472,PRIV,N
TRE-27736,2202 N 41ST ST,Betula papyrifera,Paper (Canoe) Birch,0,16,47.6570104278098,-122.33254541813,PRIV,N
TRE-1040974,500 BROAD ST,Thuja plicata,Western Red Cedar,,17,47.6205089985475,-122.348600001307,SEAC,N
TRE-1036558,7300 E MARGINAL WAY S,Quercus garryana,Oregon White (Garry) Oak,0,5,47.5369919994074,-122.318000001656,SDOT,N
TRE-85272,2615 S HOLLY ST,Pseudotsuga menziesii,Douglas Fir,0,2,47.5426167247766,-122.29825864653,PRIV,N
TRE-9136,6051 34TH AV NE,Abies amabilis,Pacific Silver Fir,0,4,47.6736643332418,-122.291214550981,PRIV,N
TRE-16678,1300 W NICKERSON ST,Arbutus menziesii,(Pacific) Madrona,0,10,47.6551106926087,-122.375225300368,SDOT,N
TRE-4870,1902 N 46TH ST,Betula papyrifera,Paper (Canoe) Birch,0,16,47.6624332546531,-122.335087823687,PRIV,N
TRE-22409,9501 21ST AV NW,Pseudotsuga menziesii,Douglas Fir,0,2,47.6983029987514,-122.383127619705,PRIV,N
TRE-2947,344 NW 48TH ST,Acer macrophyllum,Bigleaf Maple,0,39,47.6636999073713,-122.362734369361,PRIV,N
TRE-40825,202 W OLYMPIC PL,Acer macrophyllum,Bigleaf Maple,0,36,47.6267903065119,-122.359811733696,PRIV,N
TRE-87232,8157 27TH AV SW,Rhus glabra,Smooth Sumac,0,19,47.5283931733014,-122.367297826828,PRIV,N
TRE-74514,2012 24TH AVE S,Thuja plicata,Western Red Cedar,0,20,47.5851627774369,-122.301555233067,PRIV,N
TRE-22133,3601 AURORA AV N,Acer macrophyllum,Bigleaf Maple,0,12,47.6513171883352,-122.347529866043,PRIV,N
TRE-19524,12057 23RD AV NE,Alnus rubra,Red Alder,0,16,47.7174835033422,-122.30468707817,PRIV,N
TRE-78901,4108 50TH AV S,Pinus contorta,Shore Pine,0,1,47.5661522616588,-122.270678823867,PRIV,N
TRE-46095,2614 E JOHN ST,Thuja plicata,Western Red Cedar,0,11,47.6202394950307,-122.297844761806,PRIV,N
TRE-15330,14342 COURTLAND PL N,Pseudotsuga menziesii,Douglas Fir,0,29,47.7335955008138,-122.338094156699,PRIV,N
TRE-14730,3712 28TH AV W,Abies procera,Noble Fir,0,4,47.6535854919999,-122.392792488754,PRIV,N
TRE-22796,10002 3RD AV NW,Pinus contorta,Shore Pine,0,10,47.7018420175931,-122.360648458729,PRIV,N
TRE-6412,851 NE 59TH ST,Tsuga mertensiana,Mountain Hemlock,0,11,47.6714388125762,-122.317892451802,PRIV,N
TRE-4243,5606 MC KINLEY PL N,Rhus glabra,Smooth Sumac,0,6,47.6705788814897,-122.336838010747,PRIV,N
TRE-78899,4108 50TH AV S,Pinus contorta,Shore Pine,0,1,47.5660892185276,-122.270677083917,PRIV,N
TRE-32894,2552 12TH AV W,Acer macrophyllum,Bigleaf Maple,0,10,47.6423519599663,-122.372594776381,PRIV,N
TRE-25765,1739 NE 94TH ST,Cornus nuttallii,Pacific Dogwood,0,14,47.6966357377322,-122.307695110755,PRIV,N
TRE-54157,1910 14TH AVE,Populus tremuloides,Quaking Aspen,0,3,47.6107180214425,-122.314047478407,PRIV,N
TRE-83955,7233 36TH AV SW,Amelanchier alnifolia,Western (Saskatoon) Serviceberry,0,2,47.5376638623905,-122.378438827177,PRIV,N
TRE-73486,2649 49TH AV SW,Thuja plicata,Western Red Cedar,0,21,47.579780182433,-122.394208816137,PRIV,N
TRE-15011,14058 3RD AV NW,Pseudotsuga menziesii,Douglas Fir,0,5,47.7321509958875,-122.359516134603,PRIV,N
TRE-32944,2811 10TH PL W,Alnus rubra,Red Alder,0,17,47.6453624830792,-122.370379180581,PRIV,N
TRE-8981,2701 NE 62ND ST,Thuja plicata,Western Red Cedar,0,32,47.6739190897485,-122.298074545957,PRIV,N
TRE-3885,918 NW 50TH ST,Acer circinatum,Vine Maple,0,6,47.6651025913429,-122.369550327921,PRIV,N
TRE-48543,16TH AVE E AND E ROY ST,Thuja plicata,Western Red Cedar,0,20,47.6252695145655,-122.31130895412,PRIV,N
TRE-56896,1103 M L KING JR WAY,Fraxinus latifolia,Oregon Ash,0,12,47.6116043652722,-122.296696408426,PRIV,N
TRE-19248,11814 31ST PL NE,Pseudotsuga menziesii,Douglas Fir,0,23,47.714443990278,-122.295203430438,PRIV,N
TRE-81658,4618 13TH AV S,Pinus contorta,Shore Pine,0,8,47.5609868424983,-122.315906822397,PRIV,N
TRE-5978,6033 6TH AV NE,Abies amabilis,Pacific Silver Fir,0,2,47.6731683045257,-122.32235882022,PRIV,N
TRE-64431,2825 NE 75TH ST,Acer macrophyllum,Bigleaf Maple,0,12,47.6828274943237,-122.295962485823,PRIV,N
TRE-19664,12303 38TH AV NE,Thuja plicata,Western Red Cedar,0,38,47.7173992421533,-122.28774543934,PRIV,N
TRE-5824,4603 AURORA AVE N,Populus tremuloides,Quaking Aspen,0,3,47.6623732504828,-122.347510973604,PRIV,N
TRE-1043374,6534 30TH AVE SW,Betula papyrifera,Paper (Canoe) Birch,0,2,47.5435189981906,-122.369200000846,PRIV,N
TRE-19789,10750 SAND POINT WY NE,Pseudotsuga menziesii,Douglas Fir,0,23,47.7083938518742,-122.279831514453,PRIV,N
TRE-64723,6557 30TH AV NE,Populus tremuloides,Quaking Aspen,0,3,47.6774902232898,-122.295215443431,PRIV,N
TRE-35203,6759 21ST AV NW,Thuja plicata,Western Red Cedar,0,2,47.6793477776531,-122.383293144542,PRIV,N
TRE-29650,2807 VIEWMONT WY W,Betula papyrifera,Paper (Canoe) Birch,0,14,47.6453596902611,-122.409693319332,PRIV,N
TRE-22128,3601 AURORA AV N,Alnus rubra,Red Alder,0,5,47.6512965350104,-122.347845790565,PRIV,N
TRE-32192,2537 GILMAN DR W,Acer macrophyllum,Bigleaf Maple,0,5,47.6419792035363,-122.375419819595,SDOT,N
TRE-7732,339 NE 58TH ST,Acer circinatum,Vine Maple,0,2,47.6707781549812,-122.32375989224,PRIV,N
TRE-500130,2115 N 86TH ST,Acer macrophyllum,Bigleaf Maple,0,2,47.6907059053687,-122.332932677509,SDOT,N
TRE-36364,6755 25TH AV NW,Pseudotsuga menziesii,Douglas Fir,0,22,47.679287091868,-122.388752381607,PRIV,N
TRE-501181,MEDIAN,Arbutus menziesii,(Pacific) Madrona,0,4,47.5572123692625,-122.273174331556,SDOT,N
TRE-15260,12630 6TH AV NW,Pseudotsuga menziesii,Douglas Fir,0,3,47.7214156412522,-122.363430715918,PRIV,N
TRE-13472,102 W GOVERNMENT WY,Betula papyrifera,Paper (Canoe) Birch,0,8,47.6599239598147,-122.398673011576,PRIV,N
TRE-26054,4112 NE 103RD PL,Acer circinatum,Vine Maple,0,11,47.7032851660453,-122.283316634977,PRIV,N
TRE-70371,119 24TH AVE,Acer macrophyllum,Bigleaf Maple,0,28,47.6023845506166,-122.301181609182,PRIV,N
TRE-15342,1509 N 145TH ST,Alnus rubra,Red Alder,0,11,47.734062271071,-122.340330965788,PRIV,N
TRE-59668,1815 20TH AVE,Thuja plicata,Western Red Cedar,0,2,47.6181082433366,-122.306187552621,PRIV,N
TRE-7129,1413 NE 63RD ST,Acer macrophyllum,Bigleaf Maple,0,17,47.6745596740659,-122.312586105753,PRIV,N
TRE-1035040,11355 20TH AVE NE,Pinus contorta,Shore Pine,0,9,47.7120098578045,-122.306364490019,SDOT,N
TRE-58338,1523 E MADISON ST,Acer macrophyllum,Bigleaf Maple,0,24,47.614804613298,-122.311860451943,PRIV,N
TRE-61831,707 N 73RD ST,Abies procera,Noble Fir,0,13,47.6817553125413,-122.349460363722,PRIV,N
TRE-31399,1903 2ND AV W,Acer macrophyllum,Bigleaf Maple,0,33,47.636014143475,-122.360041891567,PRIV,N
TRE-17763,13563 22ND AV NE,Thuja plicata,Western Red Cedar,0,60,47.7283039520909,-122.306127598597,PRIV,N
TRE-78653,3323 20TH AV S,Picea sitchensis,Sitka Spruce,0,8,47.5733466440476,-122.305865553003,PRIV,N
TRE-1036553,7300 E MARGINAL WAY S,Quercus garryana,Oregon White (Garry) Oak,0,11,47.5360449982606,-122.316400001322,SDOT,N
TRE-500540,69 PIKE ST,Pinus contorta,Shore Pine,0,11,47.6080316007744,-122.342273882039,SDOT,N
TRE-52714,1320 NW 80TH ST,Pinus contorta,Shore Pine,0,19,47.6869507768033,-122.373838890343,PRIV,N
TRE-15081,136 NW 136TH ST,Tsuga heterophylla,Western Hemlock,0,9,47.7287058090559,-122.358992188168,PRIV,N
TRE-59075,706 16TH AVE,Acer macrophyllum,Bigleaf Maple,0,33,47.6082975157211,-122.31146472258,PRIV,N
TRE-71509,3434 E SUPERIOR ST,Acer macrophyllum,Bigleaf Maple,0,8,47.6028257029001,-122.287969254025,PRIV,N
TRE-15835,4317 PALATINE AV N,Thuja plicata,Western Red Cedar,0,36,47.660057605589,-122.356176540463,PRIV,N
TRE-71343,2807 34TH AV S,Populus tremuloides,Quaking Aspen,0,3,47.5780243730348,-122.289906276327,PRIV,N
TRE-18543,1411 NE 120TH ST,Pseudotsuga menziesii,Douglas Fir,0,36,47.7157384969601,-122.31366974746,PRIV,N
TRE-31806,1532 5TH AV W,Fraxinus latifolia,Oregon Ash,0,31,47.6334695003812,-122.363516770597,PRIV,N
TRE-82449,5406 18TH AV S,Pseudotsuga menziesii,Douglas Fir,0,17,47.5537945377181,-122.309800684172,PRIV,N
TRE-32717,1808 9TH AV W,Salix caprea,Goat (French Pink Pussy) Willo,0,1,47.6350375538268,-122.369043620443,PRIV,N
TRE-72981,1736 45TH AV SW,Acer macrophyllum,Bigleaf Maple,0,51,47.5868676608658,-122.388657879611,PRIV,N
TRE-13722,3447 37TH AV W,Acer circinatum,Vine Maple,0,2,47.6517979209795,-122.404742806865,PRIV,N
TRE-67764,1413 E SPRUCE ST,Tsuga heterophylla,Western Hemlock,0,15,47.6034680350513,-122.313581429707,PRIV,N
TRE-49390,102 DORFFEL DR E,Acer macrophyllum,Bigleaf Maple,0,16,47.6185676690904,-122.284297200529,PRIV,N
TRE-22015,3701 AURORA AVE N,Pinus contorta,Shore Pine,0,25,47.6523080665192,-122.347660176827,SDOT,N
TRE-57112,932 27TH AVE,Thuja plicata,Western Red Cedar,0,28,47.6110148245865,-122.29746753951,PRIV,N
TRE-59526,316 20TH AVE,Thuja plicata,Western Red Cedar,0,13,47.6049292340487,-122.306264590114,PRIV,N
TRE-501192,x,Pseudotsuga menziesii,Douglas Fir,0,3,47.6664246043009,-122.304464378837,SDOT,N
TRE-34294,1520 NOB HILL AV N,Betula papyrifera,Paper (Canoe) Birch,0,10,47.6330461274926,-122.350693515466,PRIV,N
TRE-39311,2029 BOYER AV E,Acer circinatum,Vine Maple,0,1,47.6374688665092,-122.306443752181,PRIV,N
TRE-1039081,803 14TH AVE E,Acer macrophyllum,Bigleaf Maple,,27,47.6263309994133,-122.314700001743,PARK,N
TRE-47335,713 17TH AVE E,Acer macrophyllum,Bigleaf Maple,0,40,47.6256039969991,-122.310062343079,PRIV,N
TRE-59555,2204 E TERRACE ST,Acer macrophyllum,Bigleaf Maple,0,34,47.6050990301321,-122.303524574956,PRIV,N
TRE-1028504,722 29TH AVE,Quercus garryana,Oregon White (Garry) Oak,0,4,47.6048779993891,-122.29480000022,SDOT,N
TRE-96263,2302 NE 89 ST,Thuja plicata,Western Red Cedar,0,2,47.6932419145642,-122.30402894316,PRIV,N
TRE-96266,2302 NE 89 ST,Thuja plicata,Western Red Cedar,0,2,47.6935079996503,-122.304020230691,PRIV,N
TRE-500695,600 S INDUSTRIAL WAY,Arbutus menziesii,(Pacific) Madrona,0,18,47.566686255435,-122.326600387645,SDOT,N
TRE-73522,2619 46TH AV SW,Thuja plicata,Western Red Cedar,0,20,47.5806309818491,-122.389350975132,PRIV,N
TRE-31114,2450 4TH AV W,Pseudotsuga menziesii,Douglas Fir,0,25,47.6411350302249,-122.3621762279,PRIV,N
TRE-15087,106 NW 136TH ST,Pseudotsuga menziesii,Douglas Fir,0,14,47.7287029899522,-122.358792965241,PRIV,N
TRE-15028,110 NW 137TH ST,Pseudotsuga menziesii,Douglas Fir,0,26,47.7287709154814,-122.358839667273,PRIV,N
TRE-23200,10306 MARY AV NW,Acer macrophyllum,Bigleaf Maple,0,18,47.7034286341416,-122.375387823639,PRIV,N
TRE-50490,616 OLIVE WAY,Taxus brevifolia,Pacific Yew,0,1,47.6134588203986,-122.335686222519,PRIV,N
TRE-14805,3221 29TH AV W,Acer circinatum,Vine Maple,0,9,47.6493428780701,-122.394295403945,PRIV,N
TRE-71927,1544 PALM AV SW,Thuja plicata,Western Red Cedar,0,15,47.5894355054909,-122.383542388878,PRIV,N
TRE-15261,12630 6TH AV NW,Pseudotsuga menziesii,Douglas Fir,0,3,47.7214135543513,-122.363381892342,PRIV,N
TRE-79305,4113 37TH AV S,Thuja plicata,Western Red Cedar,0,26,47.5656566971965,-122.286153229486,PRIV,N
TRE-75913,3400 WALNUT AV SW,Thuja plicata,Western Red Cedar,0,25,47.5731170081641,-122.38318218141,PRIV,N
TRE-25903,1529 NE 102ND ST,Pseudotsuga menziesii,Douglas Fir,0,9,47.7021067255162,-122.31102685701,PRIV,N
TRE-15061,106 NW 136TH ST,Pseudotsuga menziesii,Douglas Fir,0,14,47.7287016374063,-122.358484054909,PRIV,N
TRE-80363,4707 46TH AV SW,Pseudotsuga menziesii,Douglas Fir,0,1,47.5608283528934,-122.390918557055,PRIV,N
TRE-7731,339 NE 58TH ST,Acer circinatum,Vine Maple,0,2,47.6707803110617,-122.323804608886,PRIV,N
TRE-84307,6360 BEACH DR SW,Thuja plicata,Western Red Cedar,0,2,47.5450754587296,-122.398089587381,PRIV,N
TRE-32867,1952 7TH AV W,Alnus rubra,Red Alder,0,2,47.6374454169989,-122.366372209178,PARK,N
TRE-72057,1631 PALM AV SW,Quercus garryana,Oregon White (Garry) Oak,0,16,47.588550189188,-122.384521213309,PRIV,N
TRE-25821,8902 20TH AV NE,Pseudotsuga menziesii,Douglas Fir,0,23,47.6931590464395,-122.306766799574,PRIV,N
TRE-51365,610 NW 83RD ST,Chamaecyparis nootkatensis,Alaska (Yellow) Cedar,0,1,47.6891566650171,-122.363975122386,PRIV,N
TRE-59669,1815 20TH AVE,Tsuga heterophylla,Western Hemlock,0,4,47.6181084667525,-122.306193924045,PRIV,N
TRE-44356,121 11TH AVE E,Acer circinatum,Vine Maple,0,2,47.6194700752149,-122.318287204777,PRIV,N
TRE-25675,2328 NE 104TH ST,Thuja plicata,Western Red Cedar,0,24,47.7043091918848,-122.302907328043,PRIV,N
TRE-54237,819 15TH AVE,Acer macrophyllum,Bigleaf Maple,0,46,47.6097813473426,-122.312909820984,PRIV,N
TRE-5912,915 N 46TH ST,Pseudotsuga menziesii,Douglas Fir,0,2,47.6611993959422,-122.347088690635,SDOT,N
TRE-17707,14054 17TH AV NE,Thuja plicata,Western Red Cedar,0,31,47.7320412172007,-122.309737056111,PRIV,N
TRE-17279,14000 1ST AV NE,Pseudotsuga menziesii,Douglas Fir,0,16,47.7305031558778,-122.327827746308,PRIV,N
TRE-60862,7720 E GREEN LAKE DR N,Thuja plicata,Western Red Cedar,0,23,47.6851883733308,-122.335376605395,PRIV,N
TRE-4045,5954 KIRKWOOD PL N,Thuja plicata,Western Red Cedar,0,23,47.6720578004613,-122.333852301985,PRIV,N
TRE-32160,2636 14TH AV W,Acer macrophyllum,Bigleaf Maple,0,20,47.6441228515789,-122.374858535185,PRIV,N
TRE-56953,1113 30TH AVE,Acer macrophyllum,Bigleaf Maple,0,4,47.6122527027462,-122.293743448263,PRIV,N
TRE-66273,7303 23RD AV NE,Pseudotsuga menziesii,Douglas Fir,0,23,47.6814405005643,-122.302960010254,PRIV,N
TRE-7534,2303 N 60TH ST,Acer macrophyllum,Bigleaf Maple,0,28,47.6721413832608,-122.330834339258,PRIV,N
TRE-80539,5109 46TH AV SW,Rhus glabra,Smooth Sumac,0,11,47.5561207766565,-122.39128006881,PRIV,N
TRE-32699,1618 9TH AV W,Pseudotsuga menziesii,Douglas Fir,0,2,47.6344206772126,-122.369037575902,PRIV,N
TRE-2007,6215 PALENTINE AV N,Pseudotsuga menziesii,Douglas Fir,0,1,47.6746065508429,-122.356474297645,PRIV,N
TRE-21779,3927 WOODLAND PARK AVE N,Thuja plicata,Western Red Cedar,0,9,47.6548858015161,-122.344752400686,PRIV,N
TRE-49322,3408 E DENNY WY,Pseudotsuga menziesii,Douglas Fir,0,19,47.6186499026352,-122.288594187275,PRIV,N
TRE-16619,3200 5TH AV W,Acer macrophyllum,Bigleaf Maple,0,36,47.6489697890217,-122.363546858436,PRIV,N
TRE-48544,16TH AVE E AND E ROY ST,Thuja plicata,Western Red Cedar,0,11,47.6252488783734,-122.311290958441,PRIV,N
TRE-85971,3304 S WEBSTER ST,Acer macrophyllum,Bigleaf Maple,0,36,47.5352845995029,-122.289489457187,PRIV,N
TRE-16608,800 N 43RD ST,Pinus contorta,Shore Pine,0,15,47.6595284227094,-122.356937160512,SDOT,N
TRE-45441,2600 E HELEN ST,Pseudotsuga menziesii,Douglas Fir,0,3,47.6281991297674,-122.298510987276,PRIV,N
TRE-15673,413 N 127TH ST,Acer macrophyllum,Bigleaf Maple,0,13,47.7213585876089,-122.353550621681,PRIV,N
TRE-17820,13055 25TH AV NE,Pseudotsuga menziesii,Douglas Fir,0,35,47.7246255058615,-122.301987980923,PRIV,N
